Year	Month	Tmax	Tmin	PAR	Prec	CO2	O3
2000	9	20.4	10.4	618.2466488	93	367	0
2000	10	14.6	4.3	479.4171598	50	367	0
2000	11	6.9	-0.4	339.5415282	60	367	0
2000	12	-0.8	-10.1	297.5469799	94	367	0
2001	1	-0.7	-9.7	331.8892508	31	369	0
2001	2	1.1	-9.2	431.7697368	54	369	0
2001	3	3.9	-5.5	520.8198925	170	369	0
2001	4	13.7	0.2	740.0073171	32	369	0
2001	5	20.2	7.7	670.2180617	49	369	0
2001	6	25.2	13.3	677.9548387	153	369	0
2001	7	25	12.7	773.3519313	70	369	0
2001	8	27.3	16.2	699.672093	53	369	0
2001	9	21.6	9.9	628.4	114	369	0
2001	10	16.5	4.8	529.5417867	21	369	0
2001	11	11.1	0.9	342.1082803	28	369	0
2001	12	5.1	-3.2	310.9855072	65	369	0
2002	1	3.1	-4.7	287.1212903	53	370	0
2002	2	4.7	-6.4	426.0101227	56	370	0
2002	3	6.7	-3.6	512.4820051	85	370	0
2002	4	14.1	2.2	595.3465394	98	370	0
2002	5	17.7	5.6	681.1661734	123	370	0
2002	6	23.1	10.9	686.2444211	115	370	0
2002	7	26.8	15.3	741.448073	66	370	0
2002	8	27	15.1	652.9608445	118	370	0
2002	9	23.4	11.8	622.9557545	87	370	0
2002	10	12.8	3.1	455.9358382	74	370	0
2002	11	6.3	-1.3	303.2178218	128	370	0
2002	12	1.3	-7.1	272.5194203	107	370	0
2003	1	-4.3	-13.3	339.9079179	81	372	0
2003	2	-1.6	-11.4	324.2539906	82	372	0
2003	3	7.2	-5.3	440.3572254	103	372	0
2003	4	11	-0.4	544.0982609	96	372	0
2003	5	17.3	6.3	551.6871579	145	372	0
2003	6	22.8	12.2	620.6496881	152	372	0
2003	7	26.3	15.6	732.0384306	36	372	0
2003	8	26.1	16.1	614.1583333	99	372	0
2003	9	21.2	10.9	525.9375	139	372	0
2003	10	13.8	3.3	446.6678284	143	372	0
2003	11	10.2	0.2	318.2570122	80	372	0
2003	12	3	-5.8	265.5207547	154	372	0
2004	1	-6	-15	360.7496795	30	374	0
2004	2	1.8	-8.7	496.2244048	36	374	0
2004	3	6.5	-3.3	530.8523077	83	374	0
2004	4	13.7	1.6	632.3389151	154	374	0
2004	5	20.7	7.7	680.1479508	114	374	0
2004	6	22.9	10.8	716.0386454	70	374	0
2004	7	25	14.8	631.7524366	126	374	0
2004	8	25	14.7	683.5761488	87	374	0
2004	9	22	10.8	510.7502982	214	374	0
2004	10	14.1	4.6	248.2126359	62	374	0
2004	11	8.7	-1.3	185.915184	88	374	0
2004	12	1.5	-6.9	206.2874359	99	374	0
2005	1	-2.1	-11.3	255.3224691	111	376	0
2005	2	2.8	-7.8	433.379023	65	376	0
2005	3	4.2	-6.5	578.6679707	120	376	0
2005	4	15.5	2	715.9729604	144	376	0
2005	5	15.4	4.6	554.0590998	91	376	0
2005	6	25.7	13.9	676.3940452	140	376	0
2005	7	26.5	15.9	656.5703854	123	376	0
2005	8	26.8	16.1	656.9194131	87	376	0
2005	9	23.4	11.6	644.1152632	62	376	0
2005	10	13.9	6	334.9579268	297	376	0
2005	11	9.9	-0.6	314.0742038	108	376	0
2005	12	0.9	-7.4	319.4955932	77	376	0
2006	1	4	-5.2	291.6256667	104	377	0
2006	2	1	-8.8	475.8126214	51	377	0
2006	3	6.5	-4.5	577.6851163	13	377	0
2006	4	14.8	2	698.7427184	42	377	0
2006	5	17.7	7.4	620.3146608	115	377	0
2006	6	22.5	13.7	480.3608466	141	377	0
2006	7	27.3	16.9	637.4492147	92	377	0
2006	8	24.6	14	716.1720358	129	377	0
2006	9	20	9.9	586.1418782	75	377	0
2006	10	14.3	3.8	449.9986945	168	377	0
2006	11	11.1	2.5	197.9052427	117	377	0
2006	12	5.4	-2.7	260.6692308	49	377	0
2007	1	1	-7.3	305.9191558	79	379	0
2007	2	-2.5	-11.8	502.9665584	47	379	0
2007	3	5.5	-5.7	522.7045564	108	379	0
2007	4	10	0.6	478.1281184	160	379	0
2007	5	21.1	7.6	798.4472222	102	379	0
2007	6	23.7	11.7	740.9761006	64	379	0
2007	7	25.9	14.8	673.5517176	167	379	0
2007	8	25.5	14.1	443.7021828	30	379	0
2007	9	22.8	10.8	395.2713889	76	379	0
2007	10	17.8	7.5	244.0825269	118	379	0
2007	11	6.9	-2.2	160.1454167	91	379	0
2007	12	0.4	-7.4	102.0485215	97	379	0
2008	1	1.1	-8.2	326.3930818	72	381	0
2008	2	0.7	-8.7	369.3134796	267	381	0
2008	3	4.8	-5	544.5984456	139	381	0
2008	4	15	2	703.3690476	111	381	0
2008	5	18.1	5.6	694.4782609	57	381	0
2008	6	24.5	13.3	667.2913223	106	381	0
2008	7	26.7	16.4	663.6884615	225	381	0
2008	8	24.5	13.2	654.4670782	47	381	0
2008	9	21.6	11.2	558.8744076	198	381	0
2008	10	14.7	3.4	466.6159794	63	381	0
2008	11	7.2	-0.8	271.7754491	91	381	0
2008	12	1.8	-7	219.6742671	188	381	0
2009	1	-3.1	-13.1	296.2584197	78	383	0
2009	2	2.7	-8.3	267.1362799	36	383	0
2009	3	6.5	-4.1	409.0625	75	383	0
2009	4	14.6	2.4	423.6266393	83	383	0
2009	5	19.1	7.3	461.1312135	130	383	0
2009	6	21.6	12	427.8022192	182	383	0
2009	7	24	13.7	588.2399532	254	383	0
2009	8	25.9	15.3	497.376408	84	383	0
2009	9	20.3	9.2	601.9533881	34	383	0
2009	10	12.9	3.4	378.6098969	169	383	0
2009	11	10.3	2.2	343.1294112	61	383	0
2009	12	0.8	-7.7	287.6614349	90	383	0
2010	1	-0.5	-9	323.5416667	68	385	0
2010	2	0.9	-6.8	404.5993691	87	385	0
2010	3	9.3	0.1	476.099768	189	385	0
2010	4	16.1	3.4	486.2602965	30	385	0
2010	5	21.8	8.9	601.8936877	58	385	0
2010	6	24	13.4	599.489603	105	385	0
2010	7	28	16.3	570.3987539	78	385	0
2010	8	25.9	14.8	579.2509225	82	385	0
2010	9	22.6	12	548.6897375	76	385	0
2010	10	14.6	4.4	392.8305085	154	385	0
2010	11	8.4	-0.7	340.7066246	103	385	0
2010	12	0.6	-7.8	292.5297806	76	385	0
2011	1	-1.9	-11.1	308.3601108	62	387	0
2011	2	1	-9.8	260.797075	104	387	0
2011	3	5.2	-4.5	452.4375	145	387	0
2011	4	13.1	2.6	446.7284404	136	387	0
2011	5	20.1	9.2	639.9493671	93	387	0
2011	6	23.1	12	698.7134021	134	387	0
2011	7	27.9	16.1	752.2859779	58	387	0
2011	8	25.4	14.9	619.7602339	271	387	0
2011	9	22.4	13	352.7941628	214	387	0
2011	10	14.5	5.3	287.0422018	177	387	0
2011	11	12	2.2	314.7562814	101	387	0
2011	12	5.7	-3.5	201.5919192	125	387	0
2012	1	2.2	-7.3	309.4922222	59	389	0
2012	2	4.5	-5.4	389.0056051	27	389	0
2012	3	11.5	0.4	543.4900908	24	389	0
2012	4	14.6	1.8	688.9963196	56	389	0
2012	5	20.9	10.1	584.760851	94	389	0
2012	6	23.4	11.8	696.21471	84	389	0
2012	7	28	16	749.1465779	39	389	0
2012	8	27.2	15.4	735.1374299	139	389	0
2012	9	21	10.4	600.6514473	140	389	0
2012	10	15	6.4	347.3097583	116	389	0
2012	11	7.2	-1.6	355.1919927	14	389	0
2012	12	3.6	-3.8	231.9777482	92	389	0
2013	1	0.6	-8.7	348.0496774	59	391	0
2013	2	0.5	-7.3	381.1464968	63	391	0
2013	3	4.8	-4.2	534.0692112	74	391	0
2013	4	13.1	1.2	702.2544811	52	391	0
2013	5	20.4	6.8	736.3811966	142	391	0
2013	6	23.8	12.8	729.7214894	244	391	0
2013	7	27.6	18	720.0105906	54	391	0
2013	8	24.6	13.7	748.0387892	137	391	0
2013	9	21	9.1	674.7170051	90	391	0
2013	10	15.3	5.1	470.7094286	63	391	0
2013	11	7.1	-3	436.4768987	83	391	0
2013	12	1	-7	262.3983221	86	391	0
2014	1	-1.6	-11.3	371.8353896	84	393	0
2014	2	-1	-10.3	481.1939103	91	393	0
2014	3	2.4	-8.5	576.3474093	116	393	0
2014	4	12.7	0.7	687.7349169	128	393	0
2014	5	19	7.3	670.6621564	82	393	0
2014	6	24	12.5	829.1709474	57	393	0
2014	7	25.9	15.2	813.7790224	229	393	0
2014	8	24.2	13.6	758.6552402	55	393	0
2014	9	21.2	10.3	689.5213033	41	393	0
2014	10	15	6.2	429.1345404	190	393	0
2014	11	6.6	-2.2	341.755205	98	393	0
2014	12	2.8	-3.8	258.5030508	134	393	0
2015	1	-2.8	-12.4	323.2137255	69	396	0
2015	2	-5	-16.6	483.9185897	42	396	0
2015	3	2.9	-7.4	617.0829396	48	396	0
2015	4	11.9	1.3	656.15179	44	396	0
2015	5	23.1	8.9	861.7155319	33	396	0
2015	6	22.2	11.4	736.7558386	163	396	0
2015	7	26.1	15.3	796.1428571	110	396	0
2015	8	26	15.2	853.9448889	135	396	0
2015	9	24.1	12.2	735.9844221	158	396	0
2015	10	14.1	3.6	541.5098592	49	396	0
2015	11	10.9	1.3	390.8481013	49	396	0
2015	12	8.1	0.6	249.1197952	126	396	0
2016	1	0.9	-8	370.9648673	40	398	0
2016	2	3.7	-8.1	416.3852695	108	398	0
2016	3	9.4	-1.7	509.8692913	86	398	0
2016	4	12.5	0.1	717.3428762	69	398	0
2016	5	19	7.8	670.1937696	60	398	0
2016	6	24.4	12.2	827.3993951	39	398	0
2016	7	28	15.6	732.5722799	63	398	0
2016	8	27.3	16.1	732.8128001	120	398	0
2016	9	22.6	11.8	639.2091823	100	398	0
2016	10	15.6	5.2	498.4738891	77	398	0
2016	11	9.9	0.1	359.5187219	85	398	0
2016	12	2.1	-6.6	248.9011242	90	398	0
2017	1	2	-5.5	289.4096273	66	400	0
2017	2	4.9	-5.8	478.9433846	65	400	0
2017	3	3.3	-6.8	610.4854271	78	400	0
2017	4	15.4	3.8	615.6922907	87	400	0
2017	5	17.1	6.4	604.6082816	184	400	0
2017	6	24.1	12.4	787.4100823	128	400	0
2017	7	25.1	15.3	705.252381	70	400	0
2017	8	24.7	13.9	658.0320388	92	400	0
2017	9	23.1	12.6	637.3826087	74	400	0
2017	10	19.1	8.6	468.1100756	298	400	0
2017	11	8.3	-1.8	238.0650685	42	400	0
2017	12	-1	-8.5	202.5108808	71	400	0
2018	1	-0.4	-10.2	301.9209913	130	402	0
2018	2	5.3	-5.6	319.2678466	125	402	0
2018	3	4.8	-4	515.3356968	98	402	0
2018	4	9.5	-0.8	505.9955789	129	402	0
2018	5	22.4	9.5	684.6770624	46	402	0
2018	6	23.4	11.9	768.0868154	169	402	0
2018	7	28	16.5	896.5656	181	402	0
2018	8	26.8	17.1	626.8204793	273	402	0
2018	9	22	13	481.5079903	268	402	0
2018	10	13.3	4.4	303.6637532	103	402	0
2018	11	4.7	-2.1	223.3421348	214	402	0
2018	12	3.2	-5.8	251.1612137	104	402	0
2019	1	-1.1	-10.3	275.8124031	128.2	405	0
2019	2	1.3	-8.2	385.2956403	73	405	0
2019	3	5.5	-5.2	543.6570455	50.8	405	0
2019	4	13	2	502.8555319	212.3	405	0
2019	5	17.4	6.6	536.2735294	88.8	405	0
2019	6	23.5	12.2	671.9461224	107.8	405	0
2019	7	28.3	16.7	728.1269307	147.8	405	0
2019	8	25.9	14.2	706.5929204	84	405	0
2019	9	21.9	10.1	615.9478481	45.8	405	0
2019	10	14.9	5.8	365.7478632	166.4	405	0
2019	11	6	-3.5	332.2423567	82	405	0
2019	12	1.8	-6.5	249.9091503	179.3	405	0
2020	1	2.5	-6	341.846732	45.1	407	0
2020	2	2.7	-5.9	399.3762346	85.8	407	0
2020	3	8.5	-2	546.7796392	92.4	407	0
2020	4	10.2	0.2	546.0132701	142.6	407	0
2020	5	19.1	5.9	870.1559499	66.7	407	0
2020	6	25.2	12.9	919.6599165	31.4	407	0
2020	7	28.3	17.3	789.3096892	129.3	407	0
2020	8	26.6	15.3	812.9788546	82.7	407	0
2020	9	22	10.7	729.9389873	53.7	407	0
2020	10	14.6	5.2	450.4254011	156.3	407	0
2020	11	11.5	1.1	316.872238	108.8	407	0
2020	12	3.2	-5.2	242.6371601	111.6	407	0
2021	1	0.1	-7.7	382.4427184	68.2	410	0
2021	2	0	-7.8	424.4063492	66.5	410	0
2021	3	8.6	-4	784.1079284	46.5	410	0
2021	4	13.8	1.6	712.6823944	129.9	410	0
2021	5	19.4	7.1	812.3959746	137.3	410	0
2021	6	26	14.1	880.9610526	79.6	410	0
2021	7	24.1	14.8	619.8041152	294.8	410	0
2021	8	26.2	16.9	694.2696903	93.1	410	0
2021	9	21.6	11.6	654.3223618	139.5	410	0
2021	10	16.8	7.8	513.428877	160.3	410	0
2021	11	8.4	-1.7	462.7996904	71.7	410	0
2021	12	4.1	-3.1	282.5495082	98	410	0
2022	1	-1.7	-12.8	423.9367742	53.4	412	0
2022	2	2.5	-8.3	515.1088328	115.3	412	0
2022	3	7.6	-3.9	641.1966495	70.6	412	0
2022	4	12.5	1.3	731.9736471	62	412	0
2022	5	20.9	8.9	862.0044118	49.9	412	0
2022	6	23.6	11.9	837.52875	67.9	412	0
2022	7	27.5	15.8	898.7644898	137.1	412	0
2022	8	27.8	16.5	825.6032468	29.5	412	0
2022	9	21	10.3	713.342132	182.4	412	0
2022	10	15.9	5.3	560.2479564	112	412	0
2022	11	10.5	1.1	445.0180982	106.9	412	0
2022	12	3.4	-5.2	356.4315113	125.1	412	0
2023-2899	1	-1.7	-12.8	423.9367742	53.4	412	0
2023-2899	2	2.5	-8.3	515.1088328	115.3	412	0
2023-2899	3	7.6	-3.9	641.1966495	70.6	412	0
2023-2899	4	12.5	1.3	731.9736471	62	412	0
2023-2899	5	20.9	8.9	862.0044118	49.9	412	0
2023-2899	6	23.6	11.9	837.52875	67.9	412	0
2023-2899	7	27.5	15.8	898.7644898	137.1	412	0
2023-2899	8	27.8	16.5	825.6032468	29.5	412	0
2023-2899	9	21	10.3	713.342132	182.4	412	0
2023-2899	10	15.9	5.3	560.2479564	112	412	0
2023-2899	11	10.5	1.1	445.0180982	106.9	412	0
2023-2899	12	3.4	-5.2	356.4315113	125.1	412	0
