Time,Year,Month,Ecoregion,SoilType,NrOfCohorts,MaxLayerRatio,Layers,SumCanopyProp,PAR0,Tmin(C),Tave(C),Tday(C),Tmax(C),Precip(mm/mo),CO2(ppm),O3(cum_ppb_h,RunOff(mm/mo),Leakage(mm),Potential Evapotranspiration(mm),Potential Evaporation(mm),Evaporation(mm),PotentialTranspiration(mm),Transpiration(mm),Interception(mm),PrecLoss(mm/mo),Water(m/m),PressureHead(m),Surface Water (mm),Available Water (mm),SnowPack(mm),LAI(m2),VPD(kPa),GrossPsn(gC_m2_mo),NetPsn(gC_m2_mo),MaintenanceRespiration(gC_mo),Wood(gDW),Root(gDW),Fol(gDW),NSC(gC),HeteroResp(gC_mo),Litter(gDW_m2),CWD(gDW_m2),WoodSenescence(gDW_m2),FoliageSenescence(gDW_m2),SubCanopyPAR,SoilDiffusivity(mm2_s),ActiveLayerDepth(mm/mo),LeakageFrac(-),AverageAlbedo(ratio_W_m2),FrostDepth(mm/mo),SPEI,Canopy%N
2020,2020,1,eco999,SALO,5,1.00000000007983,1,1.061292,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2097425,1.83,0,128.6861,73.05282,0,0.2058431,0,0,1.394341,36976.82,18212.35,0,152.9318,880,184,9302,729.4648,139.0279,350,0.4093428,0,0.1,0.7499999,0,0,0
2020.083,2020,2,eco999,SALO,5,1.00000000007983,1,1.061292,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2097425,1.83,0,128.6861,95.04232,0,0.2462872,0,0,1.664325,36976.82,18212.35,0,151.2675,880,184,9302,729.4648,139.0279,520,0.4093428,0,0.1,0.7499999,0,0,0
2020.167,2020,3,eco999,SALO,5,1.00000000007983,1,1.061292,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,27.13047,0,0,0,0,0,0,2.392987,0.2041489,2.07,0,123.0924,111.5409,0,0.3765831,0,0,3.714445,36976.82,18212.35,0,147.5531,880,184,9302,729.4648,139.0279,685,0.4093428,0,0.1,0.7499999,0,0,0
2020.25,2020,4,eco999,SALO,5,1.00000000007983,1,1.061292,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,112.6353,49.63456,49.63457,40.05879,0,0,0,7.555,0.2309905,1.17,0,149.934,0,0,0.6480249,0,0,9.631683,36976.82,18212.35,0,137.9214,880,184,9302,729.4648,139.0279,889,0.4093428,0,0.1,0.24,0,0,0
2020.333,2020,5,eco999,SALO,5,1.00000000007983,1,1.055163,996,4.91,12.56,16.385,20.21,110.41,375,0,0,47.82624,81.21306,81.21305,38.63973,37.10399,37.10399,0,11.041,0.2067895,1.95,0,125.7331,0,2.849459,0.9965439,159.4195,142.1573,18.30814,36763.27,18107.17,137.3105,199.1843,880,184,9302,725.252,138.225,190.7686,0.4093428,0,0.1,0,0,0,2.225126
2020.417,2020,6,eco999,SALO,5,1.00000000007983,1,1.055163,968,10.6,17.96,21.64,25.32,129.3,375,0,0,22.24696,114.0726,23.58308,23.58308,52.41364,52.41364,32.22012,9.707989,0.1959177,2.51,0,114.8613,0,2.849459,1.308112,172.4745,148.3133,30.46353,36763.27,18107.17,137.3105,317.0341,880,184,9302,725.252,138.225,185.4056,0.4093428,0,0.1,0,0,0,2.225126
2020.5,2020,7,eco999,SALO,5,1.00000000007983,1,1.055163,908,13.16,20.38,23.99,27.6,96.06,375,0,0,2.793422,133.4698,27.84554,27.41825,57.78117,57.78117,23.8176,7.224239,0.172943,4.49,0,91.88651,0,2.849459,1.468441,169.3352,140.5956,36.90165,36763.27,18107.17,137.3105,420.728,880,184,9302,725.252,138.225,173.9135,0.4093428,0,0.1,0,0,0,2.225126
2020.583,2020,8,eco999,SALO,5,1.00000000007983,1,1.055163,816,12.06,19.03,22.515,26,112.18,375,0,0,0.430885,114.6486,23.9189,23.91891,47.52981,47.52981,27.81448,8.436553,0.1769923,4.03,0,95.93587,0,2.849459,1.319802,154.987,128.3649,31.86012,36763.27,18107.17,137.3105,517.2327,880,184,9302,725.252,138.225,156.2923,0.4093428,0,0.1,0,0,0,2.225126
2020.667,2020,9,eco999,SALO,5,1.00000000007983,1,1.055163,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,5.205009,75.58539,15.76923,15.76924,28.34959,28.34959,23.01674,6.981327,0.1905003,2.86,0,109.4439,0,2.849459,0.9959317,122.5385,103.4469,20.13087,36763.27,18107.17,137.3105,600.5488,880,184,9302,725.252,138.225,132.542,0.4093428,0,0.1,0,0,0,2.225126
2020.75,2020,10,eco999,SALO,5,1.00000000007983,1,1.055163,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,14.46948,49.6535,10.35911,10.35911,8.295008,8.295008,14.82216,4.495784,0.1978387,2.4,0,116.7823,0,1.751213,0.6941499,52.36208,43.36934,11.31634,36763.27,18107.17,85.9056,632.6018,880,235.404928207397,9302,725.252,137.8324,184.6952,0.4093428,0,0.1,0.07970101,0,0,2.3
2020.833,2020,11,eco999,SALO,5,1.00000000007983,1,1.055163,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,26.52449,24.57916,9.381427,0,0,0,8.246783,4.308872,0.210094,1.81,0,129.0376,8.44432,0,0.3477341,0,0,4.382468,36763.27,18107.17,0,628.2194,880,321.310531616211,9302,725.252,137.3105,318,0.4093428,0,0.1,0.4511079,0,0,0
2020.917,2020,12,eco999,SALO,5,1.00000000007983,1,1.055163,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.210094,1.81,0,129.0376,42.91182,0,0.2206066,0,0,2.024583,36979.96,18214.11,0,152.4199,880,321.310531616211,10031.7759933472,729.776,137.3105,287,0.4093428,0,0.1,0.75,0,0,0
2021,2021,1,eco999,SALO,5,1.00000000007983,1,1.055163,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.210094,1.81,0,129.0376,73.05282,0,0.2058431,0,0,1.394281,36979.96,18214.11,0,151.0256,879,183,9291,729.776,137.3105,350,0.4093428,0,0.1,0.75,0,0,0
2021.083,2021,2,eco999,SALO,5,1.00000000007983,1,1.055163,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.210094,1.81,0,129.0376,95.04232,0,0.2462872,0,0,1.664252,36979.96,18214.11,0,149.3613,879,183,9291,729.776,137.3105,520,0.4093428,0,0.1,0.75,0,0,0
2021.167,2021,3,eco999,SALO,5,1.00000000007983,1,1.055163,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,27.37166,0,0,0,0,0,0,2.392987,0.2042592,2.07,0,123.2027,111.5409,0,0.3765831,0,0,3.707905,36979.96,18214.11,0,145.6534,879,183,9291,729.776,137.3105,685,0.4093428,0,0.1,0.75,0,0,0
2021.25,2021,4,eco999,SALO,5,1.00000000007983,1,1.055163,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,122.6253,49.46593,49.46592,39.21029,0,0,0,7.555,0.2219593,1.4,0,140.9028,0,0,0.6480249,0,0,9.615897,36979.96,18214.11,0,136.0375,879,183,9291,729.776,137.3105,889,0.4093428,0,0.1,0.24,0,0,0
2021.333,2021,5,eco999,SALO,5,1.00000000007983,1,1.049647,996,4.91,12.56,16.385,20.21,110.41,375,0,0,39.7161,81.02396,81.02394,36.84709,36.56704,36.56704,0,11.041,0.208198,1.89,0,127.1416,0,2.810921,0.9965439,157.2072,140.1424,18.29601,36786.63,18118.89,135.7289,196.0946,879,183,9291,725.9608,136.5927,195.0807,0.4093428,0,0.1,0,0,0,2.225196
2021.417,2021,6,eco999,SALO,5,1.00000000007983,1,1.049647,968,10.6,17.96,21.64,25.32,129.3,375,0,0,24.93683,114.0196,24.10066,24.10066,51.77967,51.77967,31.82792,9.747208,0.1951058,2.56,0,114.0493,0,2.810921,1.308112,170.3974,146.5124,30.47237,36786.63,18118.89,135.7289,312.1347,879,183,9291,725.9608,136.5927,189.5965,0.4093428,0,0.1,0,0,0,2.225196
2021.5,2021,7,eco999,SALO,5,1.00000000007983,1,1.049647,908,13.16,20.38,23.99,27.6,96.06,375,0,0,4.540394,133.6777,28.48637,26.90736,57.20071,57.20071,23.53865,7.252135,0.1717266,4.64,0,90.67011,0,2.810921,1.468441,167.643,139.2319,36.94643,36786.63,18118.89,135.7289,414.4202,879,183,9291,725.9608,136.5927,177.8447,0.4093428,0,0.1,0,0,0,2.225196
2021.583,2021,8,eco999,SALO,5,1.00000000007983,1,1.049647,816,12.06,19.03,22.515,26,112.18,375,0,0,0.5080953,114.9885,24.50374,24.42213,47.12415,47.12415,27.48872,8.469129,0.1758943,4.15,0,94.83787,0,2.810921,1.319802,153.6724,127.3545,31.91673,36786.63,18118.89,135.7289,509.858,879,183,9291,725.9608,136.5927,159.8252,0.4093428,0,0.1,0,0,0,2.225196
2021.667,2021,9,eco999,SALO,5,1.00000000007983,1,1.049647,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,5.054711,75.86906,16.16749,16.16749,28.13496,28.13496,22.74717,7.008283,0.1896117,2.92,0,108.5553,0,2.810921,0.9959317,121.6171,102.7437,20.17242,36786.63,18118.89,135.7289,592.4293,879,183,9291,725.9608,136.5927,135.538,0.4093428,0,0.1,0,0,0,2.225196
2021.75,2021,10,eco999,SALO,5,1.00000000007983,1,1.049647,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,14.64415,49.86156,10.62537,10.62537,8.250325,8.250325,14.64856,4.513144,0.1967102,2.46,0,115.6537,0,1.728865,0.6941499,52.08002,43.18588,11.34048,36786.63,18118.89,84.96361,624.2747,879,233.765342712402,9291,725.9608,136.2218,187.1048,0.4093428,0,0.1,0.07970101,0,0,2.3
2021.833,2021,11,eco999,SALO,5,1.00000000007983,1,1.049647,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,25.78822,24.67068,9.532813,0,0,0,8.150379,4.318513,0.2097887,1.83,0,128.7322,8.44432,0,0.3477341,0,0,4.389647,36786.63,18118.89,0,619.8851,879,318.728952407837,9291,725.9608,135.7289,318,0.4093428,0,0.1,0.451108,0,0,0
2021.917,2021,12,eco999,SALO,5,1.00000000007983,1,1.049647,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2097887,1.83,0,128.7322,42.91182,0,0.2206066,0,0,2.026158,36992.96,18220.58,0,150.6642,879,318.728952407837,10021.2441177368,730.2441,135.7289,287,0.4093428,0,0.1,0.7500001,0,0,0
2022,2022,1,eco999,SALO,5,1.00000000007983,1,1.049647,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2097887,1.83,0,128.7322,73.05282,0,0.2058431,0,0,1.394614,36992.96,18220.58,0,149.2696,874,183,9282,730.2441,135.7289,350,0.4093428,0,0.1,0.7500001,0,0,0
2022.083,2022,2,eco999,SALO,5,1.00000000007983,1,1.049647,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2097887,1.83,0,128.7322,95.04232,0,0.2462872,0,0,1.664649,36992.96,18220.58,0,147.605,874,183,9282,730.2441,135.7289,520,0.4093428,0,0.1,0.7500001,0,0,0
2022.167,2022,3,eco999,SALO,5,1.00000000007983,1,1.049647,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,27.16213,0,0,0,0,0,0,2.392987,0.2041633,2.07,0,123.1069,111.5409,0,0.3765831,0,0,3.708794,36992.96,18220.58,0,143.8962,874,183,9282,730.2441,135.7289,685,0.4093428,0,0.1,0.7500001,0,0,0
2022.25,2022,4,eco999,SALO,5,1.00000000007983,1,1.049647,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,119.2813,49.46593,49.46592,39.46658,0,0,0,7.555,0.2249511,1.32,0,143.8947,0,0,0.6480249,0,0,9.618214,36992.96,18220.58,0,134.278,874,183,9282,730.2441,135.7289,889,0.4093428,0,0.1,0.24,0,0,0
2022.333,2022,5,eco999,SALO,5,1.00000000007983,1,1.044682,996,4.91,12.56,16.385,20.21,110.41,375,0,0,47.55578,81.02396,81.02394,38.537,36.14363,36.14363,0,11.041,0.2020837,2.17,0,121.0273,0,2.775181,0.9965439,155.4731,138.5912,18.30959,36817.98,18134.4,134.2622,193.5065,874,183,9282,726.7902,135.087,199.1668,0.4093428,0,0.1,0,0,0,2.225261
2022.417,2022,6,eco999,SALO,5,1.00000000007983,1,1.044682,968,10.6,17.96,21.64,25.32,129.3,375,0,0,28.23203,114.0196,24.60052,24.60052,51.20517,51.20517,31.46344,9.783656,0.186099,3.19,0,105.0425,0,2.775181,1.308112,168.516,144.8872,30.49499,36817.98,18134.4,134.2622,307.8987,874,183,9282,726.7902,135.087,193.5677,0.4093428,0,0.1,0,0,0,2.225261
2022.5,2022,7,eco999,SALO,5,1.00000000007983,1,1.044682,908,13.16,20.38,23.99,27.6,96.06,375,0,0,0.8138016,133.6777,29.05187,26.78366,56.56879,56.56879,23.279,7.2781,0.1674356,5.22,0,86.37915,0,2.775181,1.468441,165.8001,137.6936,36.97388,36817.98,18134.4,134.2622,408.6185,874,183,9282,726.7902,135.087,181.5697,0.4093428,0,0.1,0,0,0,2.225261
2022.583,2022,8,eco999,SALO,5,1.00000000007983,1,1.044682,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,24.99018,24.8131,46.60901,46.60901,27.18549,8.499451,0.1725085,4.54,0,91.45207,0,2.775181,1.319802,152.0007,125.9651,31.94046,36817.98,18134.4,134.2622,502.6431,874,183,9282,726.7902,135.087,163.1728,0.4093428,0,0.1,0,0,0,2.225261
2022.667,2022,9,eco999,SALO,5,1.00000000007983,1,1.044682,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,3.653786,75.86906,16.48844,16.48844,27.83247,27.83247,22.49625,7.033376,0.1878341,3.06,0,106.7777,0,2.775181,0.9959317,120.3159,101.6449,20.18742,36817.98,18134.4,134.2622,584.1006,874,183,9282,726.7902,135.087,138.3769,0.4093428,0,0.1,0,0,0,2.225261
2022.75,2022,10,eco999,SALO,5,1.00000000007983,1,1.044682,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,12.94979,49.86156,10.8363,10.8363,8.176216,8.176216,14.48697,4.529303,0.1966356,2.47,0,115.5792,0,1.708119,0.6941499,51.61221,42.8096,11.34891,36817.98,18134.4,84.08925,615.5613,874,233.172910690308,9282,726.7902,134.7346,189.3698,0.4093428,0,0.1,0.07970101,0,0,2.3
2022.833,2022,11,eco999,SALO,5,1.00000000007983,1,1.044682,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,25.77242,24.67068,9.642209,0,0,0,8.060694,4.327481,0.2098105,1.83,0,128.7541,8.44432,0,0.3477341,0,0,4.392905,36817.98,18134.4,0,611.1683,874,317.262155532837,9282,726.7902,134.2622,318,0.4093428,0,0.1,0.451108,0,0,0
2022.917,2022,12,eco999,SALO,5,1.00000000007983,1,1.044682,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2098105,1.83,0,128.7541,42.91182,0,0.2206066,0,0,2.027659,37013.4,18230.54,0,149.036,874,317.262155532837,10012.8678359985,730.8679,134.2622,287,0.4093428,0,0.1,0.7499999,0,0,0
2023,2023,1,eco999,SALO,5,1.00000000007983,1,1.044682,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2098105,1.83,0,128.7541,73.05282,0,0.2058431,0,0,1.395236,37013.4,18230.54,0,147.6408,873,183,9274,730.8679,134.2622,350,0.4093428,0,0.1,0.7499999,0,0,0
2023.083,2023,2,eco999,SALO,5,1.00000000007983,1,1.044682,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2098105,1.83,0,128.7541,95.04232,0,0.2462872,0,0,1.665392,37013.4,18230.54,0,145.9754,873,183,9274,730.8679,134.2622,520,0.4093428,0,0.1,0.7499999,0,0,0
2023.167,2023,3,eco999,SALO,5,1.00000000007983,1,1.044682,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,27.17713,0,0,0,0,0,0,2.392987,0.2041702,2.07,0,123.1138,111.5409,0,0.3765831,0,0,3.710454,37013.4,18230.54,0,142.2649,873,183,9274,730.8679,134.2622,685,0.4093428,0,0.1,0.7499999,0,0,0
2023.25,2023,4,eco999,SALO,5,1.00000000007983,1,1.044682,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,114.6805,49.46593,49.46592,40.35239,0,0,0,7.555,0.228673,1.22,0,147.6166,0,0,0.6480249,0,0,9.622526,37013.4,18230.54,0,132.6424,873,183,9274,730.8679,134.2622,889,0.4093428,0,0.1,0.24,0,0,0
2023.333,2023,5,eco999,SALO,5,1.00000000007983,1,1.040214,996,4.91,12.56,16.385,20.21,110.41,375,0,0,45.37816,81.02396,81.02394,38.17155,35.74583,35.74583,0,11.041,0.2087464,1.87,0,127.69,0,2.742143,0.9965439,153.8404,137.1277,18.32614,36855.09,18152.57,132.9059,191.0691,873,183,9274,727.7418,133.6879,203.0199,0.4093428,0,0.1,0,0,0,2.225322
2023.417,2023,6,eco999,SALO,5,1.00000000007983,1,1.040214,968,10.6,17.96,21.64,25.32,129.3,375,0,0,20.25238,114.0196,25.07104,25.07105,50.66396,50.66396,31.12584,9.817416,0.2011157,2.22,0,120.0592,0,2.742143,1.308112,166.7442,143.3522,30.52258,36855.09,18152.57,132.9059,303.8987,873,183,9274,727.7418,133.6879,197.3125,0.4093428,0,0.1,0,0,0,2.225322
2023.5,2023,7,eco999,SALO,5,1.00000000007983,1,1.040214,908,13.16,20.38,23.99,27.6,96.06,375,0,0,14.24009,133.6777,29.58457,28.36075,55.97341,55.97341,23.03815,7.302185,0.1682611,5.1,0,87.20463,0,2.742143,1.468441,164.0642,136.2395,37.00734,36855.09,18152.57,132.9059,403.1309,873,183,9274,727.7418,133.6879,185.0824,0.4093428,0,0.1,0,0,0,2.225322
2023.583,2023,8,eco999,SALO,5,1.00000000007983,1,1.040214,816,12.06,19.03,22.515,26,112.18,375,0,0,0,114.9885,25.44841,25.01903,46.12362,46.12362,26.90423,8.527577,0.1738666,4.38,0,92.8102,0,2.742143,1.319802,150.4261,124.6515,31.96937,36855.09,18152.57,132.9059,495.813,873,183,9274,727.7418,133.6879,166.3296,0.4093428,0,0.1,0,0,0,2.225322
2023.667,2023,9,eco999,SALO,5,1.00000000007983,1,1.040214,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,3.0386,75.86906,16.79078,16.79078,27.54748,27.54748,22.2635,7.05665,0.1899996,2.9,0,108.9431,0,2.742143,0.9959317,119.0904,100.6066,20.2057,36855.09,18152.57,132.9059,576.2139,873,183,9274,727.7418,133.6879,141.054,0.4093428,0,0.1,0,0,0,2.225322
2023.75,2023,10,eco999,SALO,5,1.00000000007983,1,1.040214,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,14.2567,49.86156,11.03499,11.035,8.107198,8.107198,14.33709,4.544291,0.1974994,2.42,0,116.443,0,1.688929,0.6941499,51.17653,42.4586,11.35918,36855.09,18152.57,83.28036,607.3132,873,232.625484466553,9274,727.7418,133.3551,191.4893,0.4093428,0,0.1,0.07970101,0,0,2.3
2023.833,2023,11,eco999,SALO,5,1.00000000007983,1,1.040214,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,26.39797,24.67068,9.744513,0,0,0,7.977572,4.335793,0.2101236,1.81,0,129.0672,8.44432,0,0.3477341,0,0,4.396877,36855.09,18152.57,0,602.9164,873,315.905847549438,9274,727.7418,132.9059,318,0.4093428,0,0.1,0.451108,0,0,0
2023.917,2023,12,eco999,SALO,5,1.00000000007983,1,1.040214,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2101236,1.81,0,129.0672,42.91182,0,0.2206066,0,0,2.02949,37040.18,18243.46,0,147.5305,873,315.905847549438,10005.6022415161,731.6022,132.9059,287,0.4093428,0,0.1,0.75,0,0,0
2024,2024,1,eco999,SALO,5,1.00000000007983,1,1.040214,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2101236,1.81,0,129.0672,73.05282,0,0.2058431,0,0,1.396101,37040.18,18243.46,0,146.1344,872,182,9267,731.6022,132.9059,350,0.4093428,0,0.1,0.75,0,0,0
2024.083,2024,2,eco999,SALO,5,1.00000000007983,1,1.040214,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2101236,1.81,0,129.0672,95.04232,0,0.2462872,0,0,1.666423,37040.18,18243.46,0,144.4679,872,182,9267,731.6022,132.9059,520,0.4093428,0,0.1,0.75,0,0,0
2024.167,2024,3,eco999,SALO,5,1.00000000007983,1,1.040214,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,27.39196,0,0,0,0,0,0,2.392987,0.2042684,2.07,0,123.212,111.5409,0,0.3765831,0,0,3.719146,37040.18,18243.46,0,140.7488,872,182,9267,731.6022,132.9059,685,0.4093428,0,0.1,0.75,0,0,0
2024.25,2024,4,eco999,SALO,5,1.00000000007983,1,1.040214,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,119.4448,49.63456,49.63457,39.46679,0,0,0,7.555,0.2248926,1.32,0,143.8361,0,0,0.6480249,0,0,9.643916,37040.18,18243.46,0,131.1049,872,182,9267,731.6022,132.9059,889,0.4093428,0,0.1,0.24,0,0,0
2024.333,2024,5,eco999,SALO,5,1.00000000007983,1,1.036193,996,4.91,12.56,16.385,20.21,110.41,375,0,0,42.36641,81.21306,81.21305,37.52356,35.45383,35.45383,0,11.041,0.2089177,1.86,0,127.8613,0,2.711598,0.9965439,152.6553,136.0992,18.36662,36896.98,18172.93,131.6514,189.0875,872,182,9267,728.7739,132.392,206.6488,0.4093428,0,0.1,0,0,0,2.225379
2024.417,2024,6,eco999,SALO,5,1.00000000007983,1,1.036193,968,10.6,17.96,21.64,25.32,129.3,375,0,0,23.98127,114.0726,25.52526,25.52526,50.17631,50.17631,30.81314,9.848686,0.197873,2.4,0,116.8165,0,2.711598,1.308112,165.1487,141.9758,30.56091,36896.98,18172.93,131.6514,300.5023,872,182,9267,728.7739,132.392,200.8394,0.4093428,0,0.1,0,0,0,2.225379
2024.5,2024,7,eco999,SALO,5,1.00000000007983,1,1.036193,908,13.16,20.38,23.99,27.6,96.06,375,0,0,9.898207,133.4698,30.039,28.36687,55.325,55.325,22.81476,7.324524,0.1702035,4.83,0,89.14709,0,2.711598,1.468441,162.1729,134.6089,37.01967,36896.98,18172.93,131.6514,398.0915,872,182,9267,728.7739,132.392,188.3907,0.4093428,0,0.1,0,0,0,2.225379
2024.583,2024,8,eco999,SALO,5,1.00000000007983,1,1.036193,816,12.06,19.03,22.515,26,112.18,375,0,0,2.724564,114.6486,25.80305,25.77712,45.53025,45.53025,26.64335,8.553665,0.1731546,4.46,0,92.09817,0,2.711598,1.319802,148.4993,122.9661,31.96208,36896.98,18172.93,131.6514,489.0955,872,182,9267,728.7739,132.392,169.3026,0.4093428,0,0.1,0,0,0,2.225379
2024.667,2024,9,eco999,SALO,5,1.00000000007983,1,1.036193,692,7.58,14.395,17.8025,21.21,92.83,375,0,0,2.612047,75.58539,17.01141,17.01141,27.17638,27.17638,22.04762,7.078238,0.1900591,2.89,0,109.0026,0,2.711598,0.9959317,117.4926,99.18192,20.1953,36896.98,18172.93,131.6514,568.0821,872,182,9267,728.7739,132.392,143.5753,0.4093428,0,0.1,0,0,0,2.225379
2024.75,2024,10,eco999,SALO,5,1.00000000007983,1,1.036193,510,2.61,9.075,12.3075,15.54,59.78,375,0,0,14.60316,49.6535,11.17512,11.17512,8.009254,8.009254,14.19807,4.558193,0.1972953,2.43,0,116.2388,0,1.671167,0.6941499,50.55826,41.91871,11.35255,36896.98,18172.93,82.53155,598.6483,872,231.119871139526,9267,728.7739,132.0783,193.4722,0.4093428,0,0.1,0.07970101,0,0,2.3
2024.833,2024,11,eco999,SALO,5,1.00000000007983,1,1.036193,318,-4.17,0.865,3.3825,5.9,61.27,375,0,0,26.28833,24.57916,9.803673,0,0,0,7.900492,4.343502,0.2100985,1.81,0,129.0421,8.44432,0,0.3477341,0,0,4.396472,36896.98,18172.93,0,594.2518,872,313.651420593262,9267,728.7739,131.6514,318,0.4093428,0,0.1,0.451108,0,0,0
2024.917,2024,12,eco999,SALO,5,1.00000000007983,1,1.036193,287,-10.02,-5.275,-2.9025,-0.53,40.55,375,0,0,0,0,0,0,0,0,0,0,0.2100985,1.81,0,129.0421,42.91182,0,0.2206066,0,0,2.031041,37070.11,18258.29,0,146.138,872,313.651420593262,9999.42840576172,732.4284,131.6514,287,0.4093428,0,0.1,0.7499999,0,0,0
2025,2025,1,eco999,SALO,5,1.00000000007983,1,1.036193,350,-13.84,-8.185,-5.3575,-2.53,35.46,375,0,0,0,0,0,0,0,0,0,0,0.2100985,1.81,0,129.0421,73.05282,0,0.2058431,0,0,1.397116,37070.11,18258.29,0,144.7409,870,182,9261,732.4284,131.6514,350,0.4093428,0,0.1,0.7499999,0,0,0
2025.083,2025,2,eco999,SALO,5,1.00000000007983,1,1.036193,520,-13.43,-7.15,-4.01,-0.87,25.87,375,0,0,0,0,0,0,0,0,0,0,0.2100985,1.81,0,129.0421,95.04232,0,0.2462872,0,0,1.667635,37070.11,18258.29,0,143.0733,870,182,9261,732.4284,131.6514,520,0.4093428,0,0.1,0.7499999,0,0,0
2025.167,2025,3,eco999,SALO,5,1.00000000007983,1,1.036193,685,-7.35,-1.135,1.9725,5.08,43.34,375,0,0,27.37475,0,0,0,0,0,0,2.392987,0.2042606,2.07,0,123.2041,111.5409,0,0.3765831,0,0,3.71546,37070.11,18258.29,0,139.3578,870,182,9261,732.4284,131.6514,685,0.4093428,0,0.1,0.7499999,0,0,0
2025.25,2025,4,eco999,SALO,5,1.00000000007983,1,1.036193,889,-0.28,6.71,10.205,13.7,75.55,375,0,0,116.5444,49.46593,49.46592,40.44989,0,0,0,7.555,0.226802,1.27,0,145.7455,0,0,0.6480249,0,0,9.635528,37070.11,18258.29,0,129.7223,870,182,9261,732.4284,131.6514,889,0.4093428,0,0.1,0.24,0,0,0
2025.333,2025,5,eco999,SALO,5,1.00000000007983,1,1.032573,996,4.91,12.56,16.385,20.21,110.41,375,0,0,43.83094,81.02396,81.02394,37.81856,35.01888,35.01888,0,11.041,0.2095026,1.84,0,128.4462,0,2.683479,0.9965439,150.8477,134.4357,18.36536,36940.63,18194.52,130.496,186.6164,870,182,9261,729.8701,131.1916,210.0466,0.4093428,0,0.1,0,0,0,2.225432
2025.417,2025,6,eco999,SALO,5,1.00000000007983,1,1.032573,968,10.6,17.96,21.64,25.32,129.3,375,0,0,29.6338,114.0196,25.92698,25.92698,49.671,49.671,30.52478,9.877522,0.1931688,2.68,0,112.1123,0,2.683479,1.308112,163.495,140.524,30.58794,36940.63,18194.52,130.496,296.5524,870,182,9261,729.8701,131.1916,204.1417,0.4093428,0,0.1,0,0,0,2.225432
2025.5,2025,7,eco999,SALO,5,1.00000000007983,1,1.032573,908,13.16,20.38,23.99,27.6,96.06,375,0,0,9.780289,133.6777,30.5547,29.98775,54.88068,54.88068,22.60852,7.345148,0.1646264,5.65,0,83.56995,0,2.683479,1.468441,160.8799,133.5559,37.08661,36940.63,18194.52,130.496,393.0217,870,182,9261,729.8701,131.1916,191.4883,0.4093428,0,0.1,0,0,0,2.225432
